Drug,Metabolite,Change,Increased,Decreased,Description
Sildenafil,CAMP,increased,1,0,Sildenafil increases the level of CAMP in the blood
Simeprevir,Bilirubin,increased,1,0,Simeprevir increases the level of Bilirubin in the blood
Simvastatin,PC 22:5n3,decreased,0,1,Simvastatin decreases the level of PC 22:5n3 in the blood
Simvastatin,Phenylalanine,increased,1,0,Simvastatin increases the level of Phenylalanine in the blood
Simvastatin,PC dm 16:0,decreased,0,1,Simvastatin decreases the level of PC dm 16:0 in the blood
Simvastatin,PE 16:0,decreased,0,1,Simvastatin decreases the level of PE 16:0 in the blood
Simvastatin,PE 16:1n7,decreased,0,1,Simvastatin decreases the level of PE 16:1n7 in the blood
Simvastatin,PC 20:4n3,decreased,0,1,Simvastatin decreases the level of PC 20:4n3 in the blood
Simvastatin,Diacylglycerol 18:2n6,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 18:2n6 in the blood
Simvastatin,PE 18:1n7,decreased,0,1,Simvastatin decreases the level of PE 18:1n7 in the blood
Simvastatin,Homocysteine,decreased,0,1,Simvastatin decreases the level of Homocysteine in the blood
Simvastatin,Creatinine,increased,1,0,Simvastatin increases the level of Creatinine in the blood
Simvastatin,PE 20:3n9,decreased,0,1,Simvastatin decreases the level of PE 20:3n9 in the blood
Simvastatin,PE 18:2n6,decreased,0,1,Simvastatin decreases the level of PE 18:2n6 in the blood
Simvastatin,PE 20:2n6,decreased,0,1,Simvastatin decreases the level of PE 20:2n6 in the blood
Simvastatin,PE 18:0,decreased,0,1,Simvastatin decreases the level of PE 18:0 in the blood
Simvastatin,PC 18:3n3,decreased,0,1,Simvastatin decreases the level of PC 18:3n3 in the blood
Simvastatin,PC 14:0,decreased,0,1,Simvastatin decreases the level of PC 14:0 in the blood
Simvastatin,PC 22:4n6,decreased,0,1,Simvastatin decreases the level of PC 22:4n6 in the blood
Simvastatin,PC 15:0,decreased,0,1,Simvastatin decreases the level of PC 15:0 in the blood
Simvastatin,PC 16:0,decreased,0,1,Simvastatin decreases the level of PC 16:0 in the blood
Simvastatin,LysoPC 18:0,decreased,0,1,Simvastatin decreases the level of LysoPC 18:0 in the blood
Simvastatin,LysoPC 16:0,decreased,0,1,Simvastatin decreases the level of LysoPC 16:0 in the blood
Simvastatin,PC 18:0,decreased,0,1,Simvastatin decreases the level of PC 18:0 in the blood
Simvastatin,PC 16:1n7,decreased,0,1,Simvastatin decreases the level of PC 16:1n7 in the blood
Simvastatin,PE 20:3n6,decreased,0,1,Simvastatin decreases the level of PE 20:3n6 in the blood
Simvastatin,PC 18:1n7,decreased,0,1,Simvastatin decreases the level of PC 18:1n7 in the blood
Simvastatin,PC 18:1n9,decreased,0,1,Simvastatin decreases the level of PC 18:1n9 in the blood
Simvastatin,PC 20:3n9,decreased,0,1,Simvastatin decreases the level of PC 20:3n9 in the blood
Simvastatin,PC 18:2n6,decreased,0,1,Simvastatin decreases the level of PC 18:2n6 in the blood
Simvastatin,Glycerol,increased,1,0,Simvastatin increases the level of Glycerol in the blood
Simvastatin,PC 18:3n6,decreased,0,1,Simvastatin decreases the level of PC 18:3n6 in the blood
Simvastatin,LysoPC 20:4n3,decreased,0,1,Simvastatin decreases the level of LysoPC 20:4n3 in the blood
Simvastatin,PC 20:3n6,decreased,0,1,Simvastatin decreases the level of PC 20:3n6 in the blood
Simvastatin,PC 22:5n6,decreased,0,1,Simvastatin decreases the level of PC 22:5n6 in the blood
Simvastatin,PC 20:2n6,decreased,0,1,Simvastatin decreases the level of PC 20:2n6 in the blood
Simvastatin,Triglycerides 20:0,decreased,0,1,Simvastatin decreases the level of Triglycerides 20:0 in the blood
Simvastatin,Cholesterol,decreased,0,1,Simvastatin decreases the level of Cholesterol in the blood
Simvastatin,Triglycerides 22:5n6,decreased,0,1,Simvastatin decreases the level of Triglycerides 22:5n6 in the blood
Simvastatin,Triglycerides 18:3n3,decreased,0,1,Simvastatin decreases the level of Triglycerides 18:3n3 in the blood
Simvastatin,Triglycerides 20:4n3,decreased,0,1,Simvastatin decreases the level of Triglycerides 20:4n3 in the blood
Simvastatin,Triglycerides 22:5n3,decreased,0,1,Simvastatin decreases the level of Triglycerides 22:5n3 in the blood
Simvastatin,Free fatty acid 22:1n9,increased,1,0,Simvastatin increases the level of Free fatty acid 22:1n9 in the blood
Simvastatin,LysoPC 20:4n6,increased,1,0,Simvastatin increases the level of LysoPC 20:4n6 in the blood
Simvastatin,PC 20:3n9,increased,1,0,Simvastatin increases the level of PC 20:3n9 in the blood
Simvastatin,Triglycerides 22:4n6,decreased,0,1,Simvastatin decreases the level of Triglycerides 22:4n6 in the blood
Simvastatin,Glucose,decreased,0,1,Simvastatin decreases the level of Glucose in the blood
Simvastatin,Triglycerides 22:3n9,increased,1,0,Simvastatin increases the level of Triglycerides 22:3n9 in the blood
Simvastatin,Free fatty acid 20:1n9,increased,1,0,Simvastatin increases the level of Free fatty acid 20:1n9 in the blood
Simvastatin,2-hydroxyvaleric acid,decreased,0,1,Simvastatin decreases the level of 2-hydroxyvaleric acid in the blood
Simvastatin,Free fatty acid 20:3n9,increased,1,0,Simvastatin increases the level of Free fatty acid 20:3n9 in the blood
Simvastatin,LysoPC 20:5n3,increased,1,0,Simvastatin increases the level of LysoPC 20:5n3 in the blood
Simvastatin,Threonine,increased,1,0,Simvastatin increases the level of Threonine in the blood
Simvastatin,24S-hydroxycholesterol,decreased,0,1,Simvastatin decreases the level of 24S-hydroxycholesterol in the blood
Simvastatin,PC 20:4n6,increased,1,0,Simvastatin increases the level of PC 20:4n6 in the blood
Simvastatin,Triglycerides 20:4n6,decreased,0,1,Simvastatin decreases the level of Triglycerides 20:4n6 in the blood
Simvastatin,Triglycerides 20:3n6,decreased,0,1,Simvastatin decreases the level of Triglycerides 20:3n6 in the blood
Simvastatin,Triglycerides 20:2n6,decreased,0,1,Simvastatin decreases the level of Triglycerides 20:2n6 in the blood
Simvastatin,PE 22:4n6,decreased,0,1,Simvastatin decreases the level of PE 22:4n6 in the blood
Simvastatin,PE 22:5n3,decreased,0,1,Simvastatin decreases the level of PE 22:5n3 in the blood
Simvastatin,Triglycerides 14:0,decreased,0,1,Simvastatin decreases the level of Triglycerides 14:0 in the blood
Simvastatin,Triglycerides 15:0,decreased,0,1,Simvastatin decreases the level of Triglycerides 15:0 in the blood
Simvastatin,Triglycerides 16:0,decreased,0,1,Simvastatin decreases the level of Triglycerides 16:0 in the blood
Simvastatin,Triglycerides 18:0,decreased,0,1,Simvastatin decreases the level of Triglycerides 18:0 in the blood
Simvastatin,Diacylglycerol 18:1n9,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 18:1n9 in the blood
Simvastatin,Triglycerides 14:1n5,decreased,0,1,Simvastatin decreases the level of Triglycerides 14:1n5 in the blood
Simvastatin,Triglycerides 16:1n7,decreased,0,1,Simvastatin decreases the level of Triglycerides 16:1n7 in the blood
Simvastatin,Free radicals,decreased,0,1,Simvastatin decreases the level of Free radicals in the blood
Simvastatin,Triglycerides 18:1n7,decreased,0,1,Simvastatin decreases the level of Triglycerides 18:1n7 in the blood
Simvastatin,Oxalic acid,decreased,0,1,Simvastatin decreases the level of Oxalic acid in the blood
Simvastatin,Alanine,increased,1,0,Simvastatin increases the level of Alanine in the blood
Simvastatin,Total cholesterol,decreased,0,1,Simvastatin decreases the level of Total cholesterol in the blood
Simvastatin,Triglycerides 18:1n9,decreased,0,1,Simvastatin decreases the level of Triglycerides 18:1n9 in the blood
Simvastatin,Triglycerides 20:1n9,decreased,0,1,Simvastatin decreases the level of Triglycerides 20:1n9 in the blood
Simvastatin,Triglycerides 18:2n6,decreased,0,1,Simvastatin decreases the level of Triglycerides 18:2n6 in the blood
Simvastatin,PE 20:4n6,decreased,0,1,Simvastatin decreases the level of PE 20:4n6 in the blood
Simvastatin,Diacylglycerol 18:1n7,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 18:1n7 in the blood
Simvastatin,Alpha-Aminoadipic acid,increased,1,0,Simvastatin increases the level of Alpha-Aminoadipic acid in the blood
Simvastatin,Ornithine,increased,1,0,Simvastatin increases the level of Ornithine in the blood
Simvastatin,1-hexadecanol,decreased,0,1,Simvastatin decreases the level of 1-hexadecanol in the blood
Simvastatin,Ethanolamine,decreased,0,1,Simvastatin decreases the level of Ethanolamine in the blood
Simvastatin,LDL cholesterol,decreased,0,1,Simvastatin decreases the level of LDL cholesterol in the blood
Simvastatin,Fructose,decreased,0,1,Simvastatin decreases the level of Fructose in the blood
Simvastatin,Tocopherol,decreased,0,1,Simvastatin decreases the level of Tocopherol in the blood
Simvastatin,Glycolic acid,decreased,0,1,Simvastatin decreases the level of Glycolic acid in the blood
Simvastatin,Beta-alanine,decreased,0,1,Simvastatin decreases the level of Beta-alanine in the blood
Simvastatin,Gamma-tocopherol,decreased,0,1,Simvastatin decreases the level of Gamma-tocopherol in the blood
Simvastatin,Hydroxycarbamate,decreased,0,1,Simvastatin decreases the level of Hydroxycarbamate in the blood
Simvastatin,Cholesterol ester 22:6n3,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 22:6n3 in the blood
Simvastatin,Uridine,decreased,0,1,Simvastatin decreases the level of Uridine in the blood
Simvastatin,A-tocopherol,decreased,0,1,Simvastatin decreases the level of A-tocopherol in the blood
Simvastatin,Creatinine,decreased,0,1,Simvastatin decreases the level of Creatinine in the blood
Simvastatin,BUN,decreased,0,1,Simvastatin decreases the level of BUN in the blood
Simvastatin,VLDL phospholipids,decreased,0,1,Simvastatin decreases the level of VLDL phospholipids in the blood
Simvastatin,Hydroxylamine,decreased,0,1,Simvastatin decreases the level of Hydroxylamine in the blood
Simvastatin,LDL-lipids,decreased,0,1,Simvastatin decreases the level of LDL-lipids in the blood
Simvastatin,Threonic acid,decreased,0,1,Simvastatin decreases the level of Threonic acid in the blood
Simvastatin,Pseudo uridine,decreased,0,1,Simvastatin decreases the level of Pseudo uridine in the blood
Simvastatin,2-aminoadipic acid,increased,1,0,Simvastatin increases the level of 2-aminoadipic acid in the blood
Simvastatin,Pentonic acid,decreased,0,1,Simvastatin decreases the level of Pentonic acid in the blood
Simvastatin,Epsilon-caprolactam,increased,1,0,Simvastatin increases the level of Epsilon-caprolactam in the blood
Simvastatin,Palmitoleic acid,increased,1,0,Simvastatin increases the level of Palmitoleic acid in the blood
Simvastatin,2-ketoisocaproic acid,increased,1,0,Simvastatin increases the level of 2-ketoisocaproic acid in the blood
Simvastatin,Uric acid,decreased,0,1,Simvastatin decreases the level of Uric acid in the blood
Simvastatin,Alpha-mannosylglycerate,decreased,0,1,Simvastatin decreases the level of Alpha-mannosylglycerate in the blood
Simvastatin,Hexaric acid,decreased,0,1,Simvastatin decreases the level of Hexaric acid in the blood
Simvastatin,HDL triglycerides,increased,1,0,Simvastatin increases the level of HDL triglycerides in the blood
Simvastatin,Succinic acid,decreased,0,1,Simvastatin decreases the level of Succinic acid in the blood
Simvastatin,Pelargonic acid,decreased,0,1,Simvastatin decreases the level of Pelargonic acid in the blood
Simvastatin,LaUric acid,decreased,0,1,Simvastatin decreases the level of LaUric acid in the blood
Simvastatin,HDL cholesterol,increased,1,0,Simvastatin increases the level of HDL cholesterol in the blood
Simvastatin,Proline,increased,1,0,Simvastatin increases the level of Proline in the blood
Simvastatin,VLDL triglycerides,decreased,0,1,Simvastatin decreases the level of VLDL triglycerides in the blood
Simvastatin,VLDL cholesterol,decreased,0,1,Simvastatin decreases the level of VLDL cholesterol in the blood
Simvastatin,PC 22:2n6,decreased,0,1,Simvastatin decreases the level of PC 22:2n6 in the blood
Simvastatin,VLDL-lipids,decreased,0,1,Simvastatin decreases the level of VLDL-lipids in the blood
Simvastatin,Diacylglycerol 16:0,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 16:0 in the blood
Simvastatin,Cholesterol ester 16:1n7,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 16:1n7 in the blood
Simvastatin,Diacylglycerol 14:0,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 14:0 in the blood
Simvastatin,Cholesterol ester 18:1n9,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 18:1n9 in the blood
Simvastatin,Cholesterol ester 20:3n9,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 20:3n9 in the blood
Simvastatin,Cholesterol ester 18:2n6,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 18:2n6 in the blood
Simvastatin,Cholesterol ester 18:3n6,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 18:3n6 in the blood
Simvastatin,Cholesterol ester 14:1n5,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 14:1n5 in the blood
Simvastatin,Cholesterol ester 20:2n6,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 20:2n6 in the blood
Simvastatin,Cholesterol ester 20:4n6,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 20:4n6 in the blood
Simvastatin,Cholesterol ester 18:3n3,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 18:3n3 in the blood
Simvastatin,Cholesterol ester 20:5n3,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 20:5n3 in the blood
Simvastatin,Cholesterol ester 22:5n3,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 22:5n3 in the blood
Simvastatin,Citrulline,increased,1,0,Simvastatin increases the level of Citrulline in the blood
Simvastatin,Lysine,increased,1,0,Simvastatin increases the level of Lysine in the blood
Simvastatin,Cholesterol ester 20:3n6,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 20:3n6 in the blood
Simvastatin,Cholesterol ester 22:0,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 22:0 in the blood
Simvastatin,Cholesterol ester 18:1n7,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 18:1n7 in the blood
Simvastatin,Cholesterol ester 20:0,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 20:0 in the blood
Simvastatin,Diacylglycerol 18:0,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 18:0 in the blood
Simvastatin,Diacylglycerol 20:0,decreased,0,1,Simvastatin decreases the level of Diacylglycerol 20:0 in the blood
Simvastatin,Cholesterol ester 18:0,decreased,0,1,Simvastatin decreases the level of Cholesterol ester 18:0 in the blood
Simvastatin,Triglycerides,decreased,0,1,Simvastatin decreases the level of Triglycerides in the blood
